Speaker,Dialogue,Sentiment Scores,anger,disgust,fear,joy,neutral,sadness,surprise,Dialogue Index
Speaker D,"And Tim, I think the other big lesson that we should take away from how we were working on Conan was that it took a lot of investigation upfront by Krause to get to a point where we could kind of move forward and even start breaking things up. I think we want to. I think you would have done this already, but it's worth mentioning is to say that we should have some sort of investigation effort included upfront so that people have the opportunity to do that. So that would be my main takeaway from how Conan's gone so far.","{'anger': 0.008054385893046856, 'disgust': 0.011486176401376724, 'fear': 0.002176416339352727, 'joy': 0.0033077881671488285, 'neutral': 0.9678716063499451, 'sadness': 0.003377394750714302, 'surprise': 0.0037262497935444117}",0.008054385893046856,0.011486176401376724,0.002176416339352727,0.0033077881671488285,0.9678716063499451,0.003377394750714302,0.0037262497935444117,2
Speaker A,"Yeah, I think we're thinking that anytime we do one of these integrations, it would take two milestones. One for sort of the investigation and getting the API stubbed out, and then the second one for finishing it and testing it and getting it working. That's what Steve and I talked about, at least. So, yeah. Should I create an investigation issue, or should I more say, this is the thing, here's as much detail as we could find, and then just understand that the process will take, the misters that come from the main issue will break that work up.","{'anger': 0.012690036557614803, 'disgust': 0.013475727289915085, 'fear': 0.0032772195991128683, 'joy': 0.0016083543887361884, 'neutral': 0.955525279045105, 'sadness': 0.0063561745919287205, 'surprise': 0.0070672971196472645}",0.012690036557614803,0.013475727289915085,0.0032772195991128683,0.0016083543887361884,0.955525279045105,0.0063561745919287205,0.0070672971196472645,6
Speaker D,"I think my main takeaway, to just characterize it a little better, or more, depending on how you look at it, is that that investigation would have helped us come to a conclusion about how to deliver an MVC faster. So that's the goal of the investigation, not to fully document all of the possibilities, because that ends up putting us behind a whole set of investigation that, yes, delivers knowledge and helps us understand how to make decisions. And that's awesome. But we should focus that investigation effort on how do we deliver an MVC most minimum viable change that's actually useful in this area from this investigation. Because then we can make sure we're not just sort of researching for a month or whatever. Does that make sense?","{'anger': 0.013554167933762074, 'disgust': 0.025360964238643646, 'fear': 0.0019759847782552242, 'joy': 0.007209921721369028, 'neutral': 0.9375318288803101, 'sadness': 0.0024821232073009014, 'surprise': 0.01188500877469778}",0.013554167933762074,0.025360964238643646,0.0019759847782552242,0.007209921721369028,0.9375318288803101,0.0024821232073009014,0.01188500877469778,3
Speaker A,"It makes sense to me, and I think it's going to be, we're going to be in a lot better place with Nuget than we are with Conan because the documentation is way better and way more thorough, it seems, than nugethen. They actually have some. It's well talked about. It's, it's. I think we're going to be in a much, in a much better place.","{'anger': 0.006466946564614773, 'disgust': 0.011187472380697727, 'fear': 0.0007863374776206911, 'joy': 0.051517244428396225, 'neutral': 0.9098942279815674, 'sadness': 0.0031457473523914814, 'surprise': 0.017002005130052567}",0.006466946564614773,0.011187472380697727,0.0007863374776206911,0.051517244428396225,0.9098942279815674,0.0031457473523914814,0.017002005130052567,7
Speaker E,"But, and I did create, as a side note, it created an issue for kind of just discussing, like when we are implementing new package systems in general, sort of, you know, things we've learned along the way and maybe some notes about how we can break things up in a general sense when we attack each new one. I'll throw a link in here as well.","{'anger': 0.015297464095056057, 'disgust': 0.014220074750483036, 'fear': 0.0027966813649982214, 'joy': 0.0015872166259214282, 'neutral': 0.9532169103622437, 'sadness': 0.004070849623531103, 'surprise': 0.008810834027826786}",0.015297464095056057,0.014220074750483036,0.0027966813649982214,0.0015872166259214282,0.9532169103622437,0.004070849623531103,0.008810834027826786,2
Speaker A,That would be helpful. Thank you. Are you in the slack chat? In the zoom chat?,"{'anger': 0.006908070296049118, 'disgust': 0.005025955848395824, 'fear': 0.001812531379982829, 'joy': 0.24308185279369354, 'neutral': 0.5928699970245361, 'sadness': 0.00983569584786892, 'surprise': 0.1404658406972885}",0.006908070296049118,0.005025955848395824,0.001812531379982829,0.24308185279369354,0.5928699970245361,0.00983569584786892,0.1404658406972885,8
Speaker E,I'll just add it to the document.,"{'anger': 0.008493028581142426, 'disgust': 0.009512025862932205, 'fear': 0.001682545174844563, 'joy': 0.0029443257953971624, 'neutral': 0.9680542349815369, 'sadness': 0.004243997856974602, 'surprise': 0.005069936625659466}",0.008493028581142426,0.009512025862932205,0.001682545174844563,0.0029443257953971624,0.9680542349815369,0.004243997856974602,0.005069936625659466,3
Speaker A,"Okay, cool. Okay, next up we have three, four smallish changes. Not smallish, but the first one is adding sorting for packages, the packages list at the group and project level. Nick said this would probably likely break down into a few or a couple of misters, but basically if you click through the issue, the idea is that on the group list, we're not doing any sorting for the packages list and we can. So I think that's something that Nick's already started to tackle. Actually, the next one on there is checking for Docker images before renaming a group. So if you remember, there's some issue where if you have a bad. If you have a special character in your project group or branch name, it will break the connection to Docker, which is obviously a problem. And we have logic in there. So if you go to change your project name, you'll get a warning and you could see it in the issue. What happens now? You get like a big red banner. It says cannot rename project because it contains registry tags. We should just do the same thing for group. Basically this came from a bug and it's just making a logic change on the front end to make sure we don't let users hang themselves that way.","{'anger': 0.008998467586934566, 'disgust': 0.014523733407258987, 'fear': 0.0016130025032907724, 'joy': 0.0023358240723609924, 'neutral': 0.960929274559021, 'sadness': 0.0032424170058220625, 'surprise': 0.008357305079698563}",0.008998467586934566,0.014523733407258987,0.0016130025032907724,0.0023358240723609924,0.960929274559021,0.0032424170058220625,0.008357305079698563,9
Speaker E,"This might also be able to get easily grouped with. I think there's another issue that's pretty much the same thing, but for NPM and maven packages, because the same thing will happen is if you rename the group or the path to the group, it'll just break the packages, the links to the packages. So I'm assuming, I think I looked into it briefly and it's like all of that code lives in the same spot, so it'd be easy to change.","{'anger': 0.007181479129940271, 'disgust': 0.006477694027125835, 'fear': 0.00153191143181175, 'joy': 0.0032537321094423532, 'neutral': 0.9508046507835388, 'sadness': 0.0033735481556504965, 'surprise': 0.027376949787139893}",0.007181479129940271,0.006477694027125835,0.00153191143181175,0.0032537321094423532,0.9508046507835388,0.0033735481556504965,0.027376949787139893,4
Speaker A,"All of them at the same time. Oh, cool. Do you think I should expand this issue to say, or just create I.","{'anger': 0.02802475541830063, 'disgust': 0.01522883865982294, 'fear': 0.0028010092210024595, 'joy': 0.07965702563524246, 'neutral': 0.8126289248466492, 'sadness': 0.0052136764861643314, 'surprise': 0.05644579976797104}",0.02802475541830063,0.01522883865982294,0.0028010092210024595,0.07965702563524246,0.8126289248466492,0.0052136764861643314,0.05644579976797104,10
Speaker E,"Think there is another issue somewhere that I probably created when working on, I think, the maven side of things. So we could just probably add that to this milestone.","{'anger': 0.006143035367131233, 'disgust': 0.009768963791429996, 'fear': 0.0032221339643001556, 'joy': 0.0035127378068864346, 'neutral': 0.9561319351196289, 'sadness': 0.005298967007547617, 'surprise': 0.015922291204333305}",0.006143035367131233,0.009768963791429996,0.0032221339643001556,0.0035127378068864346,0.9561319351196289,0.005298967007547617,0.015922291204333305,5
Speaker A,Okay. Can you send that to me and I'll make the update? Yeah.,"{'anger': 0.05244116112589836, 'disgust': 0.056981660425662994, 'fear': 0.018979644402861595, 'joy': 0.016906926408410072, 'neutral': 0.8229702115058899, 'sadness': 0.023567402735352516, 'surprise': 0.008152923546731472}",0.05244116112589836,0.056981660425662994,0.018979644402861595,0.016906926408410072,0.8229702115058899,0.023567402735352516,0.008152923546731472,11
Speaker D,"Yeah. I think you want to prioritize validating the theory that you can change it in one place and then that will impact everything else before we go adding it. Because if we can't, if that's not gonna happen, then when you go to add it and it'll be in the milestone, and you have to do a whole, like, another set of work to solve the problem. So it's probably worth leaving just the one in here, sending it to Tim like you requested, and then if we can get it, or we feel like we have enough capacity to do both, then we would put it in. I don't know what the what's. John, you might be able to speak to the gitlabbiest way to do this, given that you've been here longer than the rest of us.","{'anger': 0.014645522460341454, 'disgust': 0.013634748756885529, 'fear': 0.0020698197185993195, 'joy': 0.0020613984670490026, 'neutral': 0.9537211656570435, 'sadness': 0.00489777559414506, 'surprise': 0.008969678543508053}",0.014645522460341454,0.013634748756885529,0.0020698197185993195,0.0020613984670490026,0.9537211656570435,0.00489777559414506,0.008969678543508053,4
Speaker A,Yeah.,"{'anger': 0.011870527639985085, 'disgust': 0.09604529291391373, 'fear': 0.013104685582220554, 'joy': 0.006403660401701927, 'neutral': 0.8143122792243958, 'sadness': 0.051068954169750214, 'surprise': 0.00719456747174263}",0.011870527639985085,0.09604529291391373,0.013104685582220554,0.006403660401701927,0.8143122792243958,0.051068954169750214,0.00719456747174263,12
Speaker B,"Thanks, Dan. Yeah, I would say we definitely need to validate the approach. Why don't we? If we let Nick have a little bit of time to research that and just dig in quickly, that seems like probably a good approach before twelve four.","{'anger': 0.010752332396805286, 'disgust': 0.009514063596725464, 'fear': 0.0033108226489275694, 'joy': 0.014896107837557793, 'neutral': 0.948495626449585, 'sadness': 0.0034459165763109922, 'surprise': 0.009585085324943066}",0.010752332396805286,0.009514063596725464,0.0033108226489275694,0.014896107837557793,0.948495626449585,0.0034459165763109922,0.009585085324943066,2
Speaker E,Okay.,"{'anger': 0.19914762675762177, 'disgust': 0.20633482933044434, 'fear': 0.016400890424847603, 'joy': 0.016663551330566406, 'neutral': 0.5348883271217346, 'sadness': 0.02463676407933235, 'surprise': 0.0019280352862551808}",0.19914762675762177,0.20633482933044434,0.016400890424847603,0.016663551330566406,0.5348883271217346,0.02463676407933235,0.0019280352862551808,6
Speaker A,"Yeah, that's totally fine. I think if we address it first for the doctor images and. Well, I'll include it in the related issues, I think it'll definitely be worthy of a new mister, just based on our team logic. So maybe worthy of a separate issue as well, just in case.","{'anger': 0.010809183120727539, 'disgust': 0.01685311645269394, 'fear': 0.0027493280358612537, 'joy': 0.009834480471909046, 'neutral': 0.9483617544174194, 'sadness': 0.00480799563229084, 'surprise': 0.006584124639630318}",0.010809183120727539,0.01685311645269394,0.0027493280358612537,0.009834480471909046,0.9483617544174194,0.00480799563229084,0.006584124639630318,13
Speaker D,Hash. Ok. Asio.,"{'anger': 0.011394551023840904, 'disgust': 0.016180405393242836, 'fear': 0.003002309240400791, 'joy': 0.0033486424945294857, 'neutral': 0.9434189796447754, 'sadness': 0.007617616094648838, 'surprise': 0.015037452802062035}",0.011394551023840904,0.016180405393242836,0.003002309240400791,0.0033486424945294857,0.9434189796447754,0.007617616094648838,0.015037452802062035,5
Speaker A,"Ok, so there's that one and then the next one is very small. I was gonna try to do this one myself, just to go through the mister process and feel the pain. But the help link that we have in settings links to the maven repository for packages, it should link to the new combined documentation that we have for the all package registries. So just a small help change in the front end and then I'll go ahead.","{'anger': 0.007224565837532282, 'disgust': 0.0472908616065979, 'fear': 0.00956195779144764, 'joy': 0.006822387222200632, 'neutral': 0.2665903866291046, 'sadness': 0.6358454823493958, 'surprise': 0.026664283126592636}",0.007224565837532282,0.0472908616065979,0.00956195779144764,0.006822387222200632,0.2665903866291046,0.6358454823493958,0.026664283126592636,14
Speaker B,"Sorry, Tim, did you say you're going to grab that issue?","{'anger': 0.009180694818496704, 'disgust': 0.01875917799770832, 'fear': 0.005643085110932589, 'joy': 0.005906000267714262, 'neutral': 0.10530685633420944, 'sadness': 0.7204199433326721, 'surprise': 0.13478422164916992}",0.009180694818496704,0.01875917799770832,0.005643085110932589,0.005906000267714262,0.10530685633420944,0.7204199433326721,0.13478422164916992,3
Speaker A,"I think we should give it to Nick. Just so, because if it's on me, then I'm going to be responsible for it. And if I don't get it done, I feel really bad. I think Nick could do it much faster, but I wanted to. I just wanted to show some solidarity.","{'anger': 0.01694078929722309, 'disgust': 0.17880351841449738, 'fear': 0.0116945905610919, 'joy': 0.00458558090031147, 'neutral': 0.042976826429367065, 'sadness': 0.7421432733535767, 'surprise': 0.00285536190494895}",0.01694078929722309,0.17880351841449738,0.0116945905610919,0.00458558090031147,0.042976826429367065,0.7421432733535767,0.00285536190494895,15
Speaker D,"But thanks for the gitlabby approach to that one, John.","{'anger': 0.015478026121854782, 'disgust': 0.009179618209600449, 'fear': 0.002012321026995778, 'joy': 0.37971776723861694, 'neutral': 0.4780336022377014, 'sadness': 0.017269570380449295, 'surprise': 0.09830915182828903}",0.015478026121854782,0.009179618209600449,0.002012321026995778,0.37971776723861694,0.4780336022377014,0.017269570380449295,0.09830915182828903,6
Speaker A,"I know. Okay. All right, so three more. I have the authenticate for CI job token for Conan and for NPM. I'm not sure the priority of those. I think we could. I know NPM people are at, customers are asking for. It's definitely a much higher requested feature, but I know once people start using Conan, we'll get it. I guess I would prioritize the NPM one above Conan in this case. And then finally the collecting data and usage measures for our stage, particularly for the container registry. And I think GG's working on that.","{'anger': 0.005866643041372299, 'disgust': 0.005204812157899141, 'fear': 0.001542674726806581, 'joy': 0.0031108236871659756, 'neutral': 0.9690760374069214, 'sadness': 0.002953419927507639, 'surprise': 0.0122455433011055}",0.005866643041372299,0.005204812157899141,0.001542674726806581,0.0031108236871659756,0.9690760374069214,0.002953419927507639,0.0122455433011055,16
Speaker D,"Yeah, I would definitely agree that NPM would go above Conan in this case, just because it's a little bit of a pain point. We've also missed it a couple of at least once, so I definitely think that's worthwhile. Switching the order of those two.","{'anger': 0.0072810472920536995, 'disgust': 0.017509950324892998, 'fear': 0.0017358468612655997, 'joy': 0.10367168486118317, 'neutral': 0.8505075573921204, 'sadness': 0.011443814262747765, 'surprise': 0.007850106805562973}",0.0072810472920536995,0.017509950324892998,0.0017358468612655997,0.10367168486118317,0.8505075573921204,0.011443814262747765,0.007850106805562973,7
Speaker A,"Yeah, I just, I just flipped it. I think that's right. I think the Conan one could probably wait till twelve five. Even if we had to, I could leave it in there and if we get to it, great. But if not, it's okay. I think it could wait till the next milestone.","{'anger': 0.007762722205370665, 'disgust': 0.01155480183660984, 'fear': 0.0029463169630616903, 'joy': 0.01623019389808178, 'neutral': 0.9529549479484558, 'sadness': 0.003269802313297987, 'surprise': 0.005281181074678898}",0.007762722205370665,0.01155480183660984,0.0029463169630616903,0.01623019389808178,0.9529549479484558,0.003269802313297987,0.005281181074678898,17
Speaker D,"It could, depending on what demand we get for it could also be a really good onboarding issue for the next, uh, team member we have joining in October.","{'anger': 0.008186784572899342, 'disgust': 0.008052526973187923, 'fear': 0.012227018363773823, 'joy': 0.004277022089809179, 'neutral': 0.9350236058235168, 'sadness': 0.007736289408057928, 'surprise': 0.02449682168662548}",0.008186784572899342,0.008052526973187923,0.012227018363773823,0.004277022089809179,0.9350236058235168,0.007736289408057928,0.02449682168662548,8
Speaker A,Oh yeah.,"{'anger': 0.03838865086436272, 'disgust': 0.21653993427753448, 'fear': 0.045736297965049744, 'joy': 0.033207181841135025, 'neutral': 0.5724096894264221, 'sadness': 0.07324106246232986, 'surprise': 0.020477181300520897}",0.03838865086436272,0.21653993427753448,0.045736297965049744,0.033207181841135025,0.5724096894264221,0.07324106246232986,0.020477181300520897,18
Speaker D,"Because if it's already well documented what the process is, it means that they can reach out for help and, and so that might be a good one to sort of. To have out there. Um, and I think the threat I'm getting as well from all of the research or all of the research from the research that I've seen that Ian's doing and everyone's contributing to is that people use CI pipelines, the pipelines a lot to interact with this stuff. So I think this is going to be good value generally. So I like that we're sort of prioritizing it. It feels like we had a discussion a little while ago on pricing and what we should have in the free tiers or you know, ce, although that's changing. So I feel like some of these things, it might be worthwhile. I don't know if Tim and Ian, you're sort of thinking in this, in this respect, but it might be worthwhile sort of having a think about whether some of these things are working well together as a, you know, as an enterprise edition or not. If we're adding these to ee and people only really use them for pipelines, but then they can't really do it. I don't know whether it all works that well. You know what I mean?","{'anger': 0.02577466145157814, 'disgust': 0.029063615947961807, 'fear': 0.016534065827727318, 'joy': 0.08742480725049973, 'neutral': 0.8324145078659058, 'sadness': 0.004582737572491169, 'surprise': 0.004205662757158279}",0.02577466145157814,0.029063615947961807,0.016534065827727318,0.08742480725049973,0.8324145078659058,0.004582737572491169,0.004205662757158279,9
Speaker A,"Well, we will probably. I think the discussion for me should be, should the package registries be an enterprise feature or a consumer feature in my opinion. I think I agree with Jason's point in that issue that they should be a consumer feature, but that issue is still going through discussion and some higher up strategy to figure that stuff out. But in my opinion, I would love it for Dolby consumer.","{'anger': 0.01251296978443861, 'disgust': 0.017114313319325447, 'fear': 0.0018895695684477687, 'joy': 0.032824933528900146, 'neutral': 0.9186681509017944, 'sadness': 0.00807128380984068, 'surprise': 0.008918837644159794}",0.01251296978443861,0.017114313319325447,0.0018895695684477687,0.032824933528900146,0.9186681509017944,0.00807128380984068,0.008918837644159794,19
Speaker D,"Yeah, it feels like to me, and I don't want to get too ahead of where we're supposed to be anyway, but to me it feels like they probably should be, even though I might not have felt that way a couple of weeks ago, it feels like they should be consumer and it feels like some things like one of the items we have to discuss in here should be enterprise level, the security scanning stuff for the actual proxy that we have coming up. I'm good.","{'anger': 0.00843888707458973, 'disgust': 0.030752001330256462, 'fear': 0.0017772518331184983, 'joy': 0.09798657894134521, 'neutral': 0.8502604961395264, 'sadness': 0.0059948996640741825, 'surprise': 0.004789931699633598}",0.00843888707458973,0.030752001330256462,0.0017772518331184983,0.09798657894134521,0.8502604961395264,0.0059948996640741825,0.004789931699633598,10
Speaker A,"Yeah, I think that's right. That's 12.4. Still working on the Nuget issue and I'll make some changes this week based on some of the conversations that we had. But any general questions or concerns?","{'anger': 0.008702130056917667, 'disgust': 0.009808311238884926, 'fear': 0.005474287085235119, 'joy': 0.0026212441734969616, 'neutral': 0.9454337954521179, 'sadness': 0.005508455913513899, 'surprise': 0.022451886907219887}",0.008702130056917667,0.009808311238884926,0.005474287085235119,0.0026212441734969616,0.9454337954521179,0.005508455913513899,0.022451886907219887,20
Speaker B,"I had one quick question about the Nuget, the.net package manager. I quickly scanned the issue and I'll do a little more due diligence. But is anybody aware that that will need some front end effort or do we think that's mostly back in focus right now?","{'anger': 0.005750040058046579, 'disgust': 0.007159593980759382, 'fear': 0.0036937666591256857, 'joy': 0.002754722023382783, 'neutral': 0.927601158618927, 'sadness': 0.005397438071668148, 'surprise': 0.04764325171709061}",0.005750040058046579,0.007159593980759382,0.0036937666591256857,0.002754722023382783,0.927601158618927,0.005397438071668148,0.04764325171709061,4
Speaker A,"The first milestone like this milestone will probably be the investigation and the APIs and then the next milestone it'll be front end, but it'll definitely, it'll probably be very close to the same front end that we have for NPM and Maven. Yeah, just different metadata that fits into those columns. Conan was a little bit different because we had expandable settings piece. I don't think Nuget will have that. It seems like they don't. It doesn't carry as much of that metadata, but I'll know more in the next couple of days. As I. As I look at it, I've just been struggling to get it running on my computer because it's. I have a Mac and not a windows machine and so I'm just working through some of those kinks they have. They have something you could use called soul or something. I forget what it's called called, but I just wanted to make sure. I've just been struggling with it.","{'anger': 0.005596063565462828, 'disgust': 0.013200030662119389, 'fear': 0.006660012993961573, 'joy': 0.0018219975754618645, 'neutral': 0.9227159023284912, 'sadness': 0.01606092043220997, 'surprise': 0.033945128321647644}",0.005596063565462828,0.013200030662119389,0.006660012993961573,0.0018219975754618645,0.9227159023284912,0.01606092043220997,0.033945128321647644,21
Speaker D,Yeah.,"{'anger': 0.011870527639985085, 'disgust': 0.09604529291391373, 'fear': 0.013104685582220554, 'joy': 0.006403660401701927, 'neutral': 0.8143122792243958, 'sadness': 0.051068954169750214, 'surprise': 0.00719456747174263}",0.011870527639985085,0.09604529291391373,0.013104685582220554,0.006403660401701927,0.8143122792243958,0.051068954169750214,0.00719456747174263,11
Speaker A,Okay.,"{'anger': 0.19914762675762177, 'disgust': 0.20633482933044434, 'fear': 0.016400890424847603, 'joy': 0.016663551330566406, 'neutral': 0.5348883271217346, 'sadness': 0.02463676407933235, 'surprise': 0.0019280352862551808}",0.19914762675762177,0.20633482933044434,0.016400890424847603,0.016663551330566406,0.5348883271217346,0.02463676407933235,0.0019280352862551808,22
Speaker B,"Just wanted to confirm. Thanks, Tim.","{'anger': 0.0050415960140526295, 'disgust': 0.002700784709304571, 'fear': 0.001242589671164751, 'joy': 0.228048637509346, 'neutral': 0.6629471182823181, 'sadness': 0.017393244430422783, 'surprise': 0.08262597024440765}",0.0050415960140526295,0.002700784709304571,0.001242589671164751,0.228048637509346,0.6629471182823181,0.017393244430422783,0.08262597024440765,5
Speaker A,No problem.,"{'anger': 0.23296068608760834, 'disgust': 0.10521590709686279, 'fear': 0.017275257036089897, 'joy': 0.0071731251664459705, 'neutral': 0.5881611704826355, 'sadness': 0.0457269623875618, 'surprise': 0.003486837027594447}",0.23296068608760834,0.10521590709686279,0.017275257036089897,0.0071731251664459705,0.5881611704826355,0.0457269623875618,0.003486837027594447,23
Speaker B,"And when you're on your Mac, are you using the. I haven't been in.net in a little bit of time now, but when I. My previous role, we were moving everything to.net core so we can run on Mac OS and Linux and things like that. Does that help in the situation at all?","{'anger': 0.008665010333061218, 'disgust': 0.014850333333015442, 'fear': 0.005514243151992559, 'joy': 0.0034480392932891846, 'neutral': 0.8909571170806885, 'sadness': 0.01114270556718111, 'surprise': 0.06542246788740158}",0.008665010333061218,0.014850333333015442,0.005514243151992559,0.0034480392932891846,0.8909571170806885,0.01114270556718111,0.06542246788740158,6
